Date,AQI,Category,Defining Parameter,Number of Sites Reporting,city_ascii,state_name,lat,lng,population,density,timezone,Year,Month,Day,ma_last_7d,ma_last_30d,ma_last_quarter,AQI_lag_1days,AQI_lag_7days,AQI_lag_30days,AQI_lag_365days
2019-09-10,53,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,10,83.42857142857143,114.56666666666666,117.2967032967033,97.0,77.0,74.0,126.0
2019-09-11,105,Unhealthy for Sensitive Groups,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,11,83.0,114.1,116.25274725274726,53.0,108.0,119.0,122.0
2019-09-12,115,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,12,87.0,113.26666666666667,116.73626373626374,105.0,87.0,140.0,115.0
2019-09-13,147,Unhealthy for Sensitive Groups,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,13,98.42857142857143,112.36666666666666,117.64835164835165,115.0,67.0,174.0,101.0
2019-09-14,185,Unhealthy,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,14,109.85714285714286,113.23333333333333,118.58241758241758,147.0,105.0,159.0,67.0
2019-09-15,133,Unhealthy for Sensitive Groups,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,15,119.28571428571429,114.16666666666667,119.08791208791209,185.0,67.0,105.0,93.0
2019-09-16,61,Moderate,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,16,114.14285714285714,113.2,118.97802197802197,133.0,97.0,90.0,87.0
2019-09-17,80,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,17,118.0,113.63333333333334,119.04395604395604,61.0,53.0,67.0,87.0
2019-09-18,80,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,18,114.42857142857143,113.63333333333334,118.76923076923077,80.0,105.0,80.0,105.0
2019-09-19,46,Good,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,19,104.57142857142857,110.73333333333333,118.6043956043956,80.0,115.0,133.0,133.0
2019-09-20,54,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,20,91.28571428571429,105.96666666666667,118.72527472527473,46.0,147.0,197.0,108.0
2019-09-21,126,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,21,82.85714285714286,105.13333333333334,119.54945054945055,54.0,185.0,151.0,105.0
2019-09-22,100,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,22,78.14285714285714,104.5,119.58241758241758,126.0,133.0,119.0,115.0
2019-09-23,77,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,23,80.42857142857143,102.76666666666667,119.43956043956044,100.0,61.0,129.0,97.0
2019-09-24,108,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,24,84.42857142857143,103.0,119.67032967032966,77.0,80.0,101.0,62.0
2019-09-25,129,Unhealthy for Sensitive Groups,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,25,91.42857142857143,102.1,120.3076923076923,108.0,80.0,156.0,71.0
2019-09-26,54,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,26,92.57142857142857,99.83333333333333,119.74725274725274,129.0,46.0,122.0,112.0
2019-09-27,42,Good,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,27,90.85714285714286,98.23333333333333,118.97802197802197,54.0,54.0,90.0,150.0
2019-09-28,33,Good,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,28,77.57142857142857,95.83333333333333,118.10989010989012,42.0,126.0,105.0,100.0
2019-09-29,46,Good,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,29,69.85714285714286,93.63333333333334,117.27472527472527,33.0,100.0,112.0,64.0
2019-09-30,48,Good,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,9,30,65.71428571428571,90.56666666666666,116.53846153846153,46.0,77.0,140.0,53.0
2019-10-01,52,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,1,57.714285714285715,85.96666666666667,115.6923076923077,48.0,108.0,190.0,68.0
2019-10-02,90,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,2,52.142857142857146,85.73333333333333,115.49450549450549,52.0,129.0,97.0,45.0
2019-10-03,105,Unhealthy for Sensitive Groups,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,3,59.42857142857143,86.66666666666667,115.49450549450549,90.0,54.0,77.0,41.0
2019-10-04,100,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,4,67.71428571428571,86.4,114.82417582417582,105.0,42.0,108.0,34.0
2019-10-05,164,Unhealthy,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,5,86.42857142857143,88.96666666666667,115.16483516483517,100.0,33.0,87.0,44.0
2019-10-06,192,Unhealthy,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,6,107.28571428571429,93.13333333333334,116.31868131868131,164.0,46.0,67.0,54.0
2019-10-07,143,Unhealthy for Sensitive Groups,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,7,120.85714285714286,94.4,117.15384615384616,192.0,48.0,105.0,52.0
2019-10-08,87,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,8,125.85714285714286,95.06666666666666,117.08791208791209,143.0,52.0,67.0,53.0
2019-10-09,74,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,9,123.57142857142857,94.3,116.56043956043956,87.0,90.0,97.0,52.0
2019-10-10,69,Moderate,PM10,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,10,118.42857142857143,94.83333333333333,115.82417582417582,74.0,105.0,53.0,49.0
2019-10-11,185,Unhealthy,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,11,130.57142857142858,97.5,115.64835164835165,69.0,100.0,105.0,51.0
2019-10-12,101,Unhealthy for Sensitive Groups,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,12,121.57142857142857,97.03333333333333,114.79120879120879,185.0,164.0,115.0,52.0
2019-10-13,115,Unhealthy for Sensitive Groups,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,13,110.57142857142857,95.96666666666667,114.23076923076923,101.0,192.0,147.0,45.0
2019-10-14,87,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,14,102.57142857142857,92.7,113.24175824175825,115.0,143.0,185.0,54.0
2019-10-15,80,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,15,101.57142857142857,90.93333333333334,112.58241758241758,87.0,87.0,133.0,58.0
2019-10-16,89,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,16,103.71428571428571,91.86666666666666,112.57142857142857,80.0,74.0,61.0,58.0
2019-10-17,80,Moderate,PM10,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,17,105.28571428571429,91.86666666666666,112.78021978021978,89.0,69.0,80.0,60.0
2019-10-18,52,Moderate,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,18,86.28571428571429,90.93333333333334,112.75824175824175,80.0,185.0,80.0,66.0
2019-10-19,67,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,19,81.42857142857143,91.63333333333334,112.42857142857143,52.0,101.0,46.0,69.0
2019-10-20,100,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,20,79.28571428571429,93.16666666666667,112.41758241758242,67.0,115.0,54.0,67.0
2019-10-21,71,Moderate,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,21,77.0,91.33333333333333,111.81318681318682,100.0,87.0,126.0,90.0
2019-10-22,87,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,22,78.0,90.9,111.0,71.0,80.0,100.0,74.0
2019-10-23,97,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,23,79.14285714285714,91.56666666666666,110.68131868131869,87.0,89.0,77.0,80.0
2019-10-24,96,Moderate,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,24,81.42857142857143,91.16666666666667,110.35164835164835,97.0,80.0,108.0,68.0
2019-10-25,87,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,25,86.42857142857143,89.76666666666667,109.76923076923077,96.0,52.0,129.0,100.0
2019-10-26,84,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,26,88.85714285714286,90.76666666666667,108.72527472527473,87.0,67.0,54.0,101.0
2019-10-27,64,Moderate,PM10,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,27,83.71428571428571,91.5,107.57142857142857,84.0,100.0,42.0,126.0
2019-10-28,76,Moderate,PM10,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,28,84.42857142857143,92.93333333333334,106.31868131868131,64.0,71.0,33.0,129.0
2019-10-29,59,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,29,80.42857142857143,93.36666666666666,105.05494505494505,76.0,87.0,46.0,133.0
2019-10-30,87,Moderate,PM10,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,30,79.0,94.66666666666667,104.35164835164835,59.0,97.0,48.0,72.0
2019-10-31,65,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,10,31,74.57142857142857,95.1,103.68131868131869,87.0,96.0,52.0,62.0
2019-11-01,62,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,1,71.0,94.16666666666667,102.53846153846153,65.0,87.0,90.0,58.0
2019-11-02,92,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,2,72.14285714285714,93.73333333333333,101.83516483516483,62.0,84.0,105.0,63.0
2019-11-03,97,Moderate,Ozone,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,3,76.85714285714286,93.63333333333334,101.04395604395604,92.0,64.0,100.0,74.0
2019-11-04,97,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,4,79.85714285714286,91.4,100.41758241758242,97.0,76.0,164.0,90.0
2019-11-05,74,Moderate,Ozone,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,5,82.0,87.46666666666667,99.61538461538461,97.0,59.0,192.0,71.0
2019-11-06,81,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,6,81.14285714285714,85.4,98.79120879120879,74.0,87.0,143.0,59.0
2019-11-07,121,Unhealthy for Sensitive Groups,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,7,89.14285714285714,86.53333333333333,98.78021978021978,81.0,65.0,87.0,61.0
2019-11-08,82,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,8,92.0,86.8,98.72527472527473,121.0,62.0,74.0,88.0
2019-11-09,66,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,9,88.28571428571429,86.7,98.42857142857143,82.0,92.0,69.0,73.0
2019-11-10,73,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,10,84.85714285714286,82.96666666666667,98.41758241758242,66.0,97.0,185.0,117.0
2019-11-11,94,Moderate,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,11,84.42857142857143,82.73333333333333,98.14285714285714,73.0,97.0,101.0,122.0
2019-11-12,102,Unhealthy for Sensitive Groups,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,12,88.42857142857143,82.3,97.72527472527473,94.0,74.0,115.0,66.0
2019-11-13,101,Unhealthy for Sensitive Groups,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,13,91.28571428571429,82.76666666666667,96.92307692307692,102.0,81.0,87.0,73.0
2019-11-14,88,Moderate,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,14,86.57142857142857,83.03333333333333,96.14285714285714,101.0,121.0,80.0,66.0
2019-11-15,76,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,15,85.71428571428571,82.6,95.82417582417582,88.0,82.0,89.0,68.0
2019-11-16,77,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,16,87.28571428571429,82.5,95.68131868131869,76.0,66.0,80.0,70.0
2019-11-17,68,Moderate,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,17,86.57142857142857,83.03333333333333,95.6923076923077,77.0,73.0,52.0,78.0
2019-11-18,67,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,18,82.71428571428571,83.03333333333333,95.54945054945055,68.0,94.0,67.0,112.0
2019-11-19,74,Moderate,NO2,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,19,78.71428571428571,82.16666666666667,94.9010989010989,67.0,102.0,100.0,130.0
2019-11-20,41,Good,Ozone,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,20,70.14285714285714,81.16666666666667,93.18681318681318,74.0,101.0,71.0,102.0
2019-11-21,47,Good,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,21,64.28571428571429,79.83333333333333,92.04395604395604,41.0,88.0,87.0,81.0
2019-11-22,56,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,22,61.42857142857143,78.46666666666667,91.35164835164835,47.0,76.0,97.0,54.0
2019-11-23,76,Moderate,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,23,61.285714285714285,77.8,90.76923076923077,56.0,77.0,96.0,59.0
2019-11-24,109,Unhealthy for Sensitive Groups,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,24,67.14285714285714,78.53333333333333,90.85714285714286,76.0,68.0,87.0,61.0
2019-11-25,103,Unhealthy for Sensitive Groups,PM10,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,25,72.28571428571429,79.16666666666667,90.27472527472527,109.0,67.0,84.0,60.0
2019-11-26,106,Unhealthy for Sensitive Groups,PM10,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,26,76.85714285714286,80.56666666666666,90.0989010989011,103.0,74.0,64.0,57.0
2019-11-27,65,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,27,80.28571428571429,80.2,89.82417582417582,106.0,41.0,76.0,62.0
2019-11-28,52,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,28,81.0,79.96666666666667,89.24175824175825,65.0,47.0,59.0,54.0
2019-11-29,66,Moderate,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,29,82.42857142857143,79.26666666666667,88.73626373626374,52.0,56.0,87.0,39.0
2019-11-30,76,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,11,30,82.42857142857143,79.63333333333334,88.03296703296704,66.0,76.0,65.0,41.0
2019-12-01,60,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,1,75.42857142857143,79.56666666666666,86.6043956043956,76.0,109.0,62.0,47.0
2019-12-02,67,Moderate,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,2,70.28571428571429,78.73333333333333,86.27472527472527,60.0,103.0,92.0,39.0
2019-12-03,88,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,3,67.71428571428571,78.43333333333334,86.3956043956044,67.0,106.0,97.0,56.0
2019-12-04,57,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,4,66.57142857142857,77.1,85.83516483516483,88.0,65.0,97.0,54.0
2019-12-05,56,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,5,67.14285714285714,76.5,85.49450549450549,57.0,52.0,74.0,58.0
2019-12-06,64,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,6,66.85714285714286,75.93333333333334,85.46153846153847,56.0,66.0,81.0,46.0
2019-12-07,52,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,7,63.42857142857143,73.63333333333334,84.87912087912088,64.0,76.0,121.0,42.0
2019-12-08,52,Moderate,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,8,62.285714285714285,72.63333333333334,84.71428571428571,52.0,60.0,82.0,57.0
2019-12-09,125,Unhealthy for Sensitive Groups,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,9,70.57142857142857,74.6,85.02197802197803,52.0,67.0,66.0,62.0
2019-12-10,61,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,10,66.71428571428571,74.2,85.10989010989012,125.0,88.0,73.0,85.0
2019-12-11,70,Moderate,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,11,68.57142857142857,73.4,84.72527472527473,61.0,57.0,94.0,81.0
2019-12-12,81,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,12,72.14285714285714,72.7,84.35164835164835,70.0,56.0,102.0,77.0
2019-12-13,96,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,13,76.71428571428571,72.53333333333333,83.79120879120879,81.0,64.0,101.0,80.0
2019-12-14,88,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,14,81.85714285714286,72.53333333333333,82.72527472527473,96.0,52.0,88.0,78.0
2019-12-15,42,Good,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,15,80.42857142857143,71.4,81.72527472527473,88.0,52.0,76.0,134.0
2019-12-16,48,Good,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,16,69.42857142857143,70.43333333333334,81.58241758241758,42.0,125.0,77.0,90.0
2019-12-17,54,Moderate,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,17,68.42857142857143,69.96666666666667,81.2967032967033,48.0,61.0,68.0,60.0
2019-12-18,62,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,18,67.28571428571429,69.8,81.0989010989011,54.0,70.0,67.0,56.0
2019-12-19,76,Moderate,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,19,66.57142857142857,69.86666666666666,81.42857142857143,62.0,81.0,74.0,83.0
2019-12-20,62,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,20,61.714285714285715,70.56666666666666,81.51648351648352,76.0,96.0,41.0,85.0
2019-12-21,73,Moderate,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,21,59.57142857142857,71.43333333333334,80.93406593406593,62.0,88.0,47.0,81.0
2019-12-22,59,Moderate,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,22,62.0,71.53333333333333,80.48351648351648,73.0,42.0,56.0,102.0
2019-12-23,36,Good,NO2,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,23,60.285714285714285,70.2,80.03296703296704,59.0,48.0,76.0,127.0
2019-12-24,59,Moderate,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,24,61.0,68.53333333333333,79.49450549450549,36.0,54.0,109.0,147.0
2019-12-25,61,Moderate,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,25,60.857142857142854,67.13333333333334,78.74725274725274,59.0,62.0,103.0,39.0
2019-12-26,43,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,26,56.142857142857146,65.03333333333333,78.62637362637362,61.0,76.0,106.0,61.0
2019-12-27,69,Moderate,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,27,57.142857142857146,65.16666666666667,78.92307692307692,43.0,62.0,65.0,47.0
2019-12-28,65,Moderate,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,28,56.0,65.6,79.27472527472527,69.0,73.0,52.0,57.0
2019-12-29,82,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,29,59.285714285714285,66.13333333333334,79.67032967032966,65.0,59.0,66.0,75.0
2019-12-30,59,Moderate,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,30,62.57142857142857,65.56666666666666,79.79120879120879,82.0,36.0,76.0,96.0
2019-12-31,78,Moderate,PM2.5,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2019,12,31,65.28571428571429,66.16666666666667,80.07692307692308,59.0,59.0,60.0,59.0
2020-01-01,102,Unhealthy for Sensitive Groups,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,1,71.14285714285714,67.33333333333333,80.20879120879121,78.0,61.0,67.0,67.0
2020-01-02,72,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,2,75.28571428571429,66.8,79.84615384615384,102.0,43.0,88.0,93.0
2020-01-03,87,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,3,77.85714285714286,67.8,79.7032967032967,72.0,69.0,57.0,67.0
2020-01-04,104,Unhealthy for Sensitive Groups,PM2.5,21,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,4,83.42857142857143,69.4,79.04395604395604,87.0,65.0,56.0,85.0
2020-01-05,103,Unhealthy for Sensitive Groups,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,5,86.42857142857143,70.7,78.06593406593407,104.0,82.0,64.0,83.0
2020-01-06,72,Moderate,PM2.5,19,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,6,88.28571428571429,71.36666666666666,77.28571428571429,103.0,59.0,52.0,52.0
2020-01-07,49,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,7,84.14285714285714,71.26666666666667,76.86813186813187,72.0,78.0,52.0,53.0
2020-01-08,59,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,8,78.0,69.06666666666666,76.7032967032967,49.0,102.0,125.0,62.0
2020-01-09,49,Good,NO2,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,9,74.71428571428571,68.66666666666667,76.48351648351648,59.0,72.0,61.0,74.0
2020-01-10,66,Moderate,PM2.5,23,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,10,71.71428571428571,68.53333333333333,75.17582417582418,49.0,87.0,70.0,67.0
2020-01-11,80,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,11,68.28571428571429,68.5,74.94505494505495,66.0,104.0,81.0,91.0
2020-01-12,76,Moderate,PM2.5,20,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,12,64.42857142857143,67.83333333333333,74.51648351648352,80.0,103.0,96.0,51.0
2020-01-13,80,Moderate,PM2.5,22,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,2020,1,13,65.57142857142857,67.56666666666666,74.43956043956044,76.0,72.0,88.0,67.0
