Date,AQI,Category,Defining Parameter,Number of Sites Reporting,city_ascii,state_name,lat,lng,population,density,timezone,Year,Month,Day,ma_last_7d,ma_last_30d,ma_last_quarter,AQI_lag_1days,AQI_lag_7days,AQI_lag_30days,AQI_lag_365days
1997-01-29,90,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,1,29,67.28571428571429,68.8,80.04395604395604,87.0,100.0,84.0,101.0
1997-01-30,94,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,1,30,72.42857142857143,68.96666666666667,80.43956043956044,90.0,58.0,89.0,46.0
1997-01-31,88,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,1,31,77.14285714285714,68.73333333333333,80.31868131868131,94.0,55.0,95.0,63.0
1997-02-01,104,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,1,85.71428571428571,70.33333333333333,79.42857142857143,88.0,44.0,56.0,48.0
1997-02-02,61,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,2,89.42857142857143,70.86666666666666,79.54945054945055,104.0,35.0,45.0,48.0
1997-02-03,97,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,3,88.71428571428571,72.73333333333333,79.84615384615384,61.0,102.0,41.0,76.0
1997-02-04,83,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,4,88.14285714285714,74.23333333333333,80.06593406593407,97.0,87.0,38.0,76.0
1997-02-05,65,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,5,84.57142857142857,74.73333333333333,79.7032967032967,83.0,90.0,50.0,103.0
1997-02-06,81,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,6,82.71428571428571,74.1,79.48351648351648,65.0,94.0,100.0,147.0
1997-02-07,74,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,7,80.71428571428571,73.93333333333334,79.18681318681318,81.0,88.0,79.0,151.0
1997-02-08,80,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,8,77.28571428571429,73.86666666666666,78.98901098901099,74.0,104.0,82.0,67.0
1997-02-09,75,Moderate,CO,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,9,79.28571428571429,72.86666666666666,78.72527472527473,80.0,61.0,105.0,54.0
1997-02-10,66,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,10,74.85714285714286,72.7,78.02197802197803,75.0,97.0,71.0,68.0
1997-02-11,73,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,11,73.42857142857143,73.26666666666667,77.38461538461539,66.0,83.0,56.0,68.0
1997-02-12,68,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,12,73.85714285714286,74.06666666666666,76.81318681318682,73.0,65.0,44.0,69.0
1997-02-13,79,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,13,73.57142857142857,75.06666666666666,76.56043956043956,68.0,81.0,49.0,106.0
1997-02-14,78,Moderate,CO,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,14,74.14285714285714,76.1,76.75824175824175,79.0,74.0,47.0,106.0
1997-02-15,88,Moderate,CO,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,15,75.28571428571429,76.66666666666667,77.05494505494505,78.0,80.0,71.0,89.0
1997-02-16,88,Moderate,CO,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,16,77.14285714285714,76.63333333333334,77.26373626373626,88.0,75.0,89.0,49.0
1997-02-17,72,Moderate,CO,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,17,78.0,76.23333333333333,77.26373626373626,88.0,66.0,84.0,49.0
1997-02-18,73,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,18,78.0,76.26666666666667,76.93406593406593,72.0,73.0,72.0,42.0
1997-02-19,106,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,19,83.42857142857143,77.86666666666666,77.20879120879121,73.0,68.0,58.0,42.0
1997-02-20,71,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,20,82.28571428571429,77.83333333333333,77.43956043956044,106.0,79.0,72.0,46.0
1997-02-21,103,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,21,85.85714285714286,77.93333333333334,78.10989010989012,71.0,78.0,100.0,61.0
1997-02-22,84,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,22,85.28571428571429,78.8,78.23076923076923,103.0,88.0,58.0,62.0
1997-02-23,61,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,23,81.42857142857143,79.0,77.76923076923077,84.0,88.0,55.0,59.0
1997-02-24,51,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,24,78.42857142857143,79.23333333333333,77.13186813186813,61.0,72.0,44.0,45.0
1997-02-25,54,Moderate,NO2,17,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,25,75.71428571428571,79.86666666666666,76.54945054945055,51.0,73.0,35.0,55.0
1997-02-26,50,Good,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,26,67.71428571428571,78.13333333333334,76.03296703296704,54.0,106.0,102.0,52.0
1997-02-27,50,Good,PM10,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,27,64.71428571428571,76.9,75.3076923076923,50.0,71.0,87.0,54.0
1997-02-28,44,Good,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,2,28,56.285714285714285,75.36666666666666,75.03296703296704,50.0,103.0,90.0,57.0
1997-03-01,57,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,1,52.42857142857143,74.13333333333334,74.93406593406593,44.0,84.0,94.0,68.0
1997-03-02,55,Moderate,CO,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,2,51.57142857142857,73.03333333333333,74.54945054945055,57.0,61.0,88.0,77.0
1997-03-03,66,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,3,53.714285714285715,71.76666666666667,74.43956043956044,55.0,51.0,104.0,82.0
1997-03-04,86,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,4,58.285714285714285,72.6,74.3956043956044,66.0,54.0,61.0,47.0
1997-03-05,67,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,5,60.714285714285715,71.6,73.98901098901099,86.0,50.0,97.0,69.0
1997-03-06,100,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,6,67.85714285714286,72.16666666666667,74.01098901098901,67.0,50.0,83.0,101.0
1997-03-07,120,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,7,78.71428571428571,74.0,74.84615384615384,100.0,44.0,65.0,74.0
1997-03-08,105,Unhealthy for Sensitive Groups,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,8,85.57142857142857,74.8,75.18681318681318,120.0,57.0,81.0,103.0
1997-03-09,126,Unhealthy for Sensitive Groups,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,9,95.71428571428571,76.53333333333333,75.63736263736264,105.0,55.0,74.0,95.0
1997-03-10,100,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,10,100.57142857142857,77.2,75.97802197802197,126.0,66.0,80.0,72.0
1997-03-11,96,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,11,102.0,77.9,76.58241758241758,100.0,86.0,75.0,44.0
1997-03-12,103,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,12,107.14285714285714,79.13333333333334,77.21978021978022,96.0,67.0,66.0,42.0
1997-03-13,106,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,13,108.0,80.23333333333333,77.87912087912088,103.0,100.0,73.0,54.0
1997-03-14,108,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,14,106.28571428571429,81.56666666666666,78.17582417582418,106.0,120.0,68.0,64.0
1997-03-15,154,Unhealthy,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,15,113.28571428571429,84.06666666666666,78.74725274725274,108.0,105.0,79.0,73.0
1997-03-16,67,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,16,104.85714285714286,83.7,78.13186813186813,154.0,126.0,78.0,74.0
1997-03-17,84,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,17,102.57142857142857,83.56666666666666,78.02197802197803,67.0,100.0,88.0,74.0
1997-03-18,102,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,18,103.42857142857143,84.03333333333333,77.16483516483517,84.0,96.0,88.0,101.0
1997-03-19,106,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,19,103.85714285714286,85.16666666666667,76.84615384615384,102.0,103.0,72.0,107.0
1997-03-20,107,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,20,104.0,86.3,77.13186813186813,106.0,106.0,73.0,161.0
1997-03-21,107,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,21,103.85714285714286,86.33333333333333,77.14285714285714,107.0,108.0,106.0,136.0
1997-03-22,86,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,22,94.14285714285714,86.83333333333333,77.28571428571429,107.0,154.0,71.0,58.0
1997-03-23,43,Good,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,23,90.71428571428571,84.83333333333333,77.24175824175825,86.0,67.0,103.0,48.0
1997-03-24,60,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,24,87.28571428571429,84.03333333333333,77.0989010989011,43.0,84.0,84.0,50.0
1997-03-25,102,Unhealthy for Sensitive Groups,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,25,87.28571428571429,85.4,77.28571428571429,60.0,102.0,61.0,48.0
1997-03-26,90,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,26,85.0,86.7,77.14285714285714,102.0,106.0,51.0,58.0
1997-03-27,71,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,27,79.85714285714286,87.26666666666667,77.23076923076923,90.0,107.0,54.0,85.0
1997-03-28,54,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,28,72.28571428571429,87.4,77.36263736263736,71.0,107.0,50.0,62.0
1997-03-29,71,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,29,70.14285714285714,88.1,77.57142857142857,54.0,86.0,50.0,56.0
1997-03-30,74,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,30,74.57142857142857,89.1,77.82417582417582,71.0,43.0,44.0,78.0
1997-03-31,49,Good,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,3,31,73.0,88.83333333333333,77.43956043956044,74.0,60.0,57.0,77.0
1997-04-01,48,Good,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,1,65.28571428571429,88.6,76.98901098901099,49.0,102.0,55.0,63.0
1997-04-02,48,Good,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,2,59.285714285714285,88.0,76.47252747252747,48.0,90.0,66.0,44.0
1997-04-03,68,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,3,58.857142857142854,87.4,76.6043956043956,48.0,71.0,86.0,55.0
1997-04-04,54,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,4,58.857142857142854,86.96666666666667,76.7032967032967,68.0,54.0,67.0,77.0
1997-04-05,49,Good,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,5,55.714285714285715,85.26666666666667,76.79120879120879,54.0,71.0,100.0,93.0
1997-04-06,57,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,6,53.285714285714285,83.16666666666667,77.0,49.0,74.0,120.0,83.0
1997-04-07,56,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,7,54.285714285714285,81.53333333333333,77.06593406593407,57.0,49.0,105.0,140.0
1997-04-08,74,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,8,58.0,79.8,76.78021978021978,56.0,48.0,126.0,90.0
1997-04-09,55,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,9,59.0,78.3,76.51648351648352,74.0,48.0,100.0,57.0
1997-04-10,55,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,10,57.142857142857146,76.93333333333334,76.21978021978022,55.0,68.0,96.0,52.0
1997-04-11,54,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,11,57.142857142857146,75.3,75.65934065934066,55.0,54.0,103.0,54.0
1997-04-12,64,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,12,59.285714285714285,73.9,75.58241758241758,54.0,49.0,106.0,53.0
1997-04-13,101,Unhealthy for Sensitive Groups,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,13,65.57142857142857,73.66666666666667,76.07692307692308,64.0,57.0,108.0,80.0
1997-04-14,72,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,14,67.85714285714286,70.93333333333334,76.38461538461539,101.0,56.0,154.0,115.0
1997-04-15,87,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,15,69.71428571428571,71.6,76.8021978021978,72.0,74.0,67.0,86.0
1997-04-16,91,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,16,74.85714285714286,71.83333333333333,77.28571428571429,87.0,55.0,84.0,64.0
1997-04-17,84,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,17,79.0,71.23333333333333,77.42857142857143,91.0,55.0,102.0,40.0
1997-04-18,58,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,18,79.57142857142857,69.63333333333334,77.08791208791209,84.0,54.0,106.0,45.0
1997-04-19,40,Good,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,19,76.14285714285714,67.4,76.6043956043956,58.0,64.0,107.0,62.0
1997-04-20,93,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,20,75.0,66.93333333333334,76.83516483516483,40.0,101.0,107.0,51.0
1997-04-21,63,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,21,73.71428571428571,66.16666666666667,76.89010989010988,93.0,72.0,86.0,71.0
1997-04-22,61,Moderate,PM10,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,22,70.0,66.76666666666667,76.76923076923077,63.0,87.0,43.0,85.0
1997-04-23,51,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,23,64.28571428571429,66.46666666666667,76.23076923076923,61.0,91.0,60.0,115.0
1997-04-24,61,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,24,61.0,65.1,76.26373626373626,51.0,84.0,102.0,143.0
1997-04-25,86,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,25,65.0,64.96666666666667,76.6043956043956,61.0,58.0,90.0,140.0
1997-04-26,143,Unhealthy for Sensitive Groups,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,26,79.71428571428571,67.36666666666666,77.6923076923077,86.0,40.0,71.0,119.0
1997-04-27,115,Unhealthy for Sensitive Groups,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,27,82.85714285714286,69.4,78.57142857142857,143.0,93.0,54.0,169.0
1997-04-28,67,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,28,83.42857142857143,69.26666666666667,78.18681318681318,115.0,63.0,71.0,204.0
1997-04-29,64,Moderate,NO2,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,29,83.85714285714286,68.93333333333334,77.93406593406593,67.0,61.0,74.0,95.0
1997-04-30,74,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,4,30,87.14285714285714,69.76666666666667,77.75824175824175,64.0,51.0,49.0,174.0
1997-05-01,71,Moderate,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,5,1,88.57142857142857,70.53333333333333,77.50549450549451,74.0,61.0,48.0,177.0
1997-05-02,129,Unhealthy for Sensitive Groups,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,5,2,94.71428571428571,73.23333333333333,77.95604395604396,71.0,86.0,48.0,101.0
1997-05-03,190,Unhealthy,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,5,3,101.42857142857143,77.3,78.9010989010989,129.0,143.0,68.0,64.0
1997-05-04,210,Very Unhealthy,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,5,4,115.0,82.5,80.53846153846153,190.0,115.0,54.0,185.0
1997-05-05,136,Unhealthy for Sensitive Groups,Ozone,17,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,5,5,124.85714285714286,85.4,80.96703296703296,210.0,67.0,49.0,215.0
1997-05-06,126,Unhealthy for Sensitive Groups,Ozone,18,Los Angeles,California,34.1141,-118.4068,12531334.0,3267.0,America/Los_Angeles,1997,5,6,133.71428571428572,87.7,81.43956043956044,136.0,64.0,57.0,156.0
